CO,Vict num,Tot vic,Tot susp,V sex,V race,V age,Crm Stat,VO_1,VO_2,VO_3,VO_4,Inc MO,Inc day,Inc YR,Week day,Death YR,Means of Death,Loc,PE,Spec Circ
34,1.0,1.0,1.0,2.0,B,34,1,23,,,,3,28,2016,2.0,2016.0,5,13,62,0.0
36,1.0,1.0,1.0,2.0,W,56,1,2,,,,4,19,2016,3.0,2016.0,13,24,9,178.0
36,1.0,1.0,1.0,2.0,H,27,1,23,,,,1,2,2016,7.0,2016.0,15,03,62,0.0
36,1.0,1.0,1.0,2.0,H,22,1,23,,,,11,17,2016,5.0,2016.0,1,02,62,0.0
36,1.0,1.0,1.0,2.0,W,29,1,23,,,,7,30,2016,7.0,2016.0,1,02,62,0.0
36,1.0,1.0,1.0,1.0,B,21,1,22,,,,1,11,2016,2.0,2016.0,6,02,62,0.0
36,1.0,1.0,1.0,2.0,H,33,1,2,,,,3,16,2016,4.0,2016.0,1,15,62,0.0
37,1.0,1.0,1.0,2.0,W,34,1,2,,,,1,1,2016,6.0,2016.0,2,02,62,0.0
37,1.0,1.0,1.0,2.0,W,48,1,23,,,,11,18,2016,6.0,2016.0,11,02,62,0.0
37,1.0,1.0,1.0,1.0,H,29,1,22,,,,11,18,2016,6.0,2016.0,6,02,62,0.0
37,1.0,1.0,1.0,2.0,W,64,1,23,,,,9,11,2016,1.0,2016.0,2,24,62,0.0
37,1.0,1.0,1.0,2.0,W,30,1,23,,,,6,10,2016,6.0,2016.0,8,13,99,0.0
37,1.0,1.0,1.0,2.0,H,49,1,2,,,,6,24,2016,6.0,2016.0,3,02,62,0.0
37,1.0,1.0,1.0,2.0,B,35,1,23,,,,9,29,2016,5.0,2016.0,1,07,45,0.0
37,1.0,1.0,1.0,2.0,B,29,1,23,,,,10,12,2016,4.0,2016.0,2,02,62,0.0
38,1.0,1.0,1.0,2.0,A,60,1,2,,,,1,14,2016,5.0,2016.0,6,02,62,0.0
39,1.0,1.0,1.0,2.0,H,39,1,23,,,,1,15,2016,6.0,2016.0,2,15,62,0.0
39,1.0,1.0,1.0,2.0,W,45,1,25,,,,6,7,2016,3.0,2016.0,2,02,99,0.0
40,1.0,1.0,1.0,2.0,W,87,1,2,,,,2,13,2016,7.0,2016.0,2,02,99,0.0
41,1.0,1.0,3.0,1.0,B,27,1,22,30.0,30.0,,5,11,2016,4.0,2016.0,2,03,40,150.0
41,1.0,1.0,1.0,2.0,W,57,1,2,,,,2,15,2016,2.0,2016.0,0,00,99,0.0
41,1.0,1.0,1.0,2.0,W,23,1,23,,,,12,17,2016,7.0,2016.0,7,13,62,140.0
43,1.0,1.0,1.0,2.0,P,48,1,2,,,,4,30,2016,7.0,2016.0,2,24,62,0.0
43,1.0,1.0,1.0,1.0,V,61,1,1,,,,11,17,2016,5.0,2016.0,7,15,62,0.0
43,1.0,1.0,1.0,2.0,H,35,1,2,,,,12,24,2016,7.0,2016.0,6,02,62,0.0
43,1.0,1.0,1.0,2.0,W,77,1,2,,,,10,15,2016,7.0,2016.0,1,02,70,0.0
45,1.0,1.0,1.0,2.0,W,36,1,2,,,,3,9,2016,4.0,2016.0,3,02,62,140.0
48,1.0,1.0,1.0,2.0,W,43,1,2,,,,8,20,2016,7.0,2016.0,6,02,99,0.0
48,1.0,1.0,1.0,2.0,W,47,1,23,,,,5,19,2016,5.0,2016.0,8,13,62,0.0
48,1.0,1.0,1.0,2.0,B,36,1,2,,,,11,23,2016,4.0,2016.0,2,02,62,0.0
48,1.0,1.0,1.0,2.0,B,35,1,25,,,,12,17,2016,7.0,2016.0,2,02,62,0.0
49,1.0,1.0,1.0,2.0,W,83,1,2,,,,1,19,2016,3.0,2016.0,2,02,26,0.0
50,1.0,1.0,1.0,2.0,H,19,1,23,,,,1,22,2016,6.0,2016.0,25,13,62,0.0
50,1.0,1.0,1.0,2.0,W,59,1,2,,,,11,17,2016,5.0,2016.0,3,24,62,0.0
54,1.0,1.0,1.0,2.0,H,34,1,2,,,,6,15,2016,4.0,2016.0,11,02,45,0.0
54,1.0,1.0,1.0,2.0,H,39,1,4,,,,10,13,2016,5.0,2016.0,3,13,99,0.0
54,1.0,1.0,1.0,2.0,H,30,1,4,,,,12,2,2016,6.0,2016.0,0,00,99,0.0
54,1.0,1.0,1.0,2.0,H,32,1,23,,,,1,1,2016,6.0,2016.0,6,06,44,0.0
54,1.0,1.0,1.0,2.0,H,26,1,23,,,,7,1,2016,6.0,2016.0,10,24,45,0.0
55,1.0,1.0,1.0,2.0,W,58,1,2,,,,7,19,2015,1.0,2015.0,0,00,62,0.0
56,1.0,1.0,1.0,2.0,O,69,1,2,,,,4,1,2016,6.0,2016.0,2,02,62,0.0
56,1.0,1.0,1.0,2.0,W,37,1,2,,,,10,17,2016,2.0,2016.0,1,02,45,0.0
56,1.0,1.0,1.0,2.0,H,37,1,2,,,,10,28,2016,6.0,2016.0,7,02,62,0.0
56,1.0,1.0,1.0,2.0,H,35,1,2,,,,5,14,2016,7.0,2016.0,2,02,26,0.0
56,1.0,1.0,1.0,1.0,W,83,1,1,,,,7,15,2016,6.0,2016.0,2,13,45,140.0
7,1.0,1.0,1.0,2.0,W,69,1,2,,,,8,7,2016,1.0,2016.0,7,02,99,999.0
10,2.0,2.0,1.0,2.0,W,37,1,2,,,,5,7,2016,7.0,2016.0,6,02,62,0.0
15,1.0,1.0,1.0,2.0,H,45,1,2,,,,8,14,2016,1.0,2016.0,15,02,62,0.0
19,1.0,1.0,1.0,2.0,O,68,1,2,,,,3,29,2016,3.0,2016.0,6,02,62,0.0
19,1.0,1.0,1.0,2.0,W,22,1,2,,,,11,21,2016,2.0,2016.0,2,24,45,0.0
27,1.0,1.0,1.0,2.0,H,19,1,23,,,,3,29,2016,3.0,2016.0,1,02,62,0.0
27,1.0,1.0,1.0,2.0,V,42,1,4,,,,4,14,2016,5.0,2016.0,8,24,62,0.0
30,1.0,1.0,1.0,2.0,W,19,1,23,,,,7,31,2016,1.0,2016.0,7,03,99,0.0
33,1.0,1.0,1.0,2.0,H,26,1,23,,,,6,5,2016,1.0,2016.0,4,03,62,0.0
37,1.0,1.0,1.0,2.0,O,22,1,23,,,,12,26,2016,2.0,2016.0,11,15,62,0.0
40,1.0,1.0,1.0,2.0,W,36,1,4,,,,8,22,2016,2.0,2016.0,2,02,99,0.0
1,1.0,1.0,1.0,1.0,Z,19,1,22,,,,12,17,2017,1.0,2017.0,6,06,62,140.0
1,1.0,1.0,1.0,1.0,B,24,1,22,,,,11,14,2017,3.0,2017.0,6,16,62,0.0
1,1.0,1.0,1.0,2.0,U,29,1,23,,,,2,1,2017,4.0,2017.0,15,16,45,0.0
7,1.0,1.0,1.0,2.0,B,29,1,23,,,,4,4,2017,3.0,2017.0,2,16,99,0.0
7,1.0,1.0,1.0,2.0,F,47,1,2,,,,4,27,2017,5.0,2017.0,2,16,45,999.0
10,1.0,1.0,1.0,2.0,H,54,1,2,,,,3,4,2017,7.0,2017.0,1,24,62,0.0
10,1.0,1.0,1.0,2.0,H,49,1,2,,,,4,16,2017,1.0,2017.0,1,24,62,0.0
10,1.0,1.0,1.0,2.0,H,21,1,23,,,,7,15,2017,7.0,2017.0,6,13,62,0.0
10,1.0,1.0,1.0,2.0,B,22,1,23,,,,9,17,2017,1.0,2017.0,1,15,62,0.0
10,1.0,2.0,1.0,2.0,H,61,1,2,,,,11,5,2017,1.0,2017.0,1,06,62,0.0
10,1.0,1.0,1.0,2.0,B,22,1,23,,,,11,10,2017,6.0,2017.0,7,24,62,0.0
10,1.0,1.0,1.0,2.0,H,61,1,2,,,,12,8,2017,6.0,2017.0,1,02,45,140.0
13,1.0,1.0,1.0,2.0,W,53,1,23,,,,2,17,2017,6.0,2017.0,6,01,99,0.0
13,1.0,1.0,1.0,2.0,H,45,1,2,,,,3,6,2017,2.0,2017.0,2,02,99,0.0
15,1.0,1.0,1.0,2.0,W,38,1,23,,,,5,20,2017,7.0,2017.0,3,24,99,0.0
16,1.0,1.0,1.0,2.0,W,40,1,23,,,,11,26,2017,1.0,2017.0,1,02,99,0.0
17,1.0,1.0,1.0,2.0,I,35,1,23,,,,6,30,2017,6.0,2017.0,11,24,70,999.0
19,1.0,1.0,1.0,2.0,H,28,1,2,,,,2,6,2017,2.0,2017.0,6,24,62,0.0
19,1.0,1.0,1.0,2.0,H,35,1,23,,,,4,7,2017,6.0,2017.0,2,16,62,0.0
19,1.0,1.0,1.0,2.0,H,30,1,23,,,,6,23,2017,6.0,2017.0,11,02,62,0.0
19,1.0,1.0,1.0,2.0,H,33,1,23,,,,7,1,2017,7.0,2017.0,2,02,62,0.0
19,1.0,1.0,1.0,2.0,C,29,1,2,,,,12,14,2017,5.0,2017.0,15,06,62,999.0
19,1.0,1.0,1.0,2.0,H,19,1,23,,,,6,30,2017,6.0,2017.0,8,00,42,0.0
19,1.0,1.0,1.0,2.0,F,24,1,2,,,,12,26,2017,3.0,2017.0,6,24,99,0.0
19,1.0,1.0,1.0,2.0,B,31,1,23,,,,1,16,2017,2.0,2017.0,2,24,62,0.0
19,1.0,1.0,1.0,2.0,H,41,1,25,,,,12,25,2017,2.0,2017.0,2,02,62,0.0
19,1.0,1.0,1.0,2.0,H,28,1,23,,,,7,5,2017,4.0,2017.0,8,02,99,0.0
19,1.0,1.0,1.0,2.0,H,37,1,23,,,,5,29,2017,2.0,2017.0,6,02,62,0.0
19,1.0,1.0,1.0,2.0,W,25,1,23,,,,4,18,2017,3.0,2017.0,2,16,62,0.0
19,1.0,1.0,1.0,2.0,W,46,1,29,,,,4,8,2017,7.0,2017.0,6,24,62,0.0
19,1.0,1.0,1.0,2.0,H,39,1,25,,,,5,24,2017,4.0,2017.0,6,06,45,0.0
19,1.0,1.0,1.0,2.0,H,24,1,23,,,,11,11,2017,7.0,2017.0,2,18,45,0.0
19,1.0,1.0,1.0,2.0,W,42,1,25,,,,9,23,2017,7.0,2017.0,2,02,60,0.0
19,1.0,1.0,1.0,2.0,B,32,1,23,,,,8,26,2017,7.0,2017.0,6,02,45,0.0
19,1.0,1.0,1.0,2.0,H,26,1,23,,,,9,10,2017,1.0,2017.0,2,02,62,0.0
19,1.0,1.0,1.0,1.0,H,24,1,22,,,,5,11,2016,4.0,2016.0,11,13,26,0.0
19,1.0,1.0,1.0,2.0,H,34,1,23,,,,1,7,2017,7.0,2017.0,1,16,62,0.0
19,1.0,1.0,1.0,2.0,H,69,1,2,,,,1,16,2017,2.0,2017.0,2,24,62,0.0
19,1.0,1.0,1.0,2.0,H,43,1,2,,,,3,13,2017,2.0,2017.0,2,03,62,0.0
19,1.0,1.0,1.0,2.0,W,29,1,4,,,,6,22,2017,5.0,2017.0,7,24,62,0.0
19,1.0,1.0,1.0,2.0,H,80,1,2,,,,7,12,2017,4.0,2017.0,2,24,62,0.0
19,1.0,1.0,1.0,2.0,W,66,1,2,,,,7,17,2017,2.0,2017.0,2,24,62,0.0
19,1.0,1.0,1.0,2.0,H,32,1,2,,,,8,27,2017,1.0,2017.0,6,02,62,0.0
19,1.0,1.0,1.0,2.0,H,52,1,2,,,,6,18,2017,1.0,2017.0,6,02,62,0.0
19,1.0,1.0,1.0,2.0,H,25,1,23,,,,1,7,2017,7.0,2017.0,2,16,62,0.0
19,1.0,1.0,1.0,2.0,B,73,1,2,,,,2,14,2017,3.0,2017.0,4,24,62,0.0
19,1.0,1.0,1.0,2.0,H,24,1,2,,,,3,10,2017,6.0,2017.0,2,16,62,0.0
19,1.0,1.0,1.0,2.0,H,23,1,23,,,,3,16,2017,5.0,2017.0,2,16,62,0.0
19,1.0,1.0,1.0,1.0,O,31,1,1,,,,7,30,2017,1.0,2017.0,6,24,62,0.0
19,1.0,1.0,1.0,2.0,H,53,1,2,,,,12,26,2017,3.0,2017.0,6,24,62,0.0
19,1.0,1.0,1.0,2.0,W,67,1,2,,,,12,28,2017,5.0,2017.0,2,24,62,0.0
19,1.0,1.0,1.0,2.0,A,45,1,2,,,,9,23,2017,7.0,2017.0,2,13,62,0.0
19,1.0,1.0,1.0,1.0,H,69,1,24,,,,5,1,2017,2.0,2017.0,6,03,62,0.0
19,1.0,1.0,1.0,2.0,H,28,1,2,,,,8,6,2017,1.0,2017.0,2,13,99,0.0
19,1.0,1.0,1.0,1.0,B,21,1,22,,,,7,7,2017,6.0,2017.0,6,24,45,0.0
19,1.0,1.0,1.0,2.0,W,33,1,2,,,,1,19,2017,5.0,2017.0,6,02,62,999.0
19,1.0,1.0,1.0,2.0,H,54,1,23,,,,9,12,2017,3.0,2017.0,2,02,99,0.0
19,1.0,1.0,1.0,2.0,W,33,1,2,,,,6,19,2017,2.0,2017.0,2,13,62,0.0
19,1.0,1.0,1.0,2.0,A,37,1,2,,,,7,1,2017,7.0,2017.0,6,24,62,0.0
21,1.0,1.0,1.0,2.0,W,79,1,2,,,,5,17,2017,4.0,2017.0,1,24,26,0.0
21,1.0,1.0,1.0,2.0,W,61,1,23,,,,2,7,2017,3.0,2017.0,2,24,45,0.0
23,1.0,1.0,1.0,2.0,W,88,1,2,,,,1,25,2017,4.0,2017.0,2,02,99,0.0
24,1.0,1.0,1.0,2.0,H,30,1,2,,,,2,20,2017,2.0,2017.0,6,02,70,999.0
24,1.0,1.0,1.0,2.0,L,41,1,2,,,,12,9,2017,7.0,2017.0,2,03,40,0.0
27,1.0,1.0,1.0,2.0,W,88,1,2,,,,8,3,2017,5.0,2017.0,2,02,60,0.0
29,1.0,1.0,1.0,1.0,W,44,1,24,,,,6,25,2017,1.0,2017.0,8,02,42,999.0
30,1.0,1.0,1.0,2.0,W,23,1,2,,,,1,19,2017,5.0,2017.0,6,13,62,0.0
30,1.0,1.0,1.0,2.0,H,19,1,23,,,,4,28,2017,6.0,2017.0,6,15,62,0.0
30,1.0,1.0,1.0,1.0,B,34,1,22,,,,2,12,2017,1.0,2017.0,13,99,62,0.0
30,1.0,1.0,1.0,2.0,W,58,1,2,,,,9,18,2017,2.0,2017.0,6,24,40,0.0
30,1.0,1.0,1.0,2.0,W,38,1,23,,,,12,16,2017,7.0,2017.0,6,02,62,0.0
30,1.0,1.0,1.0,2.0,H,34,1,2,,,,7,6,2017,5.0,2017.0,11,02,99,0.0
30,1.0,1.0,1.0,2.0,H,23,1,2,,,,9,14,2017,5.0,2017.0,2,02,62,0.0
31,1.0,1.0,1.0,2.0,W,35,1,23,,,,5,17,2017,4.0,2017.0,2,02,99,0.0
33,1.0,1.0,1.0,2.0,H,31,1,23,,,,3,18,2017,7.0,2017.0,6,99,62,0.0
33,1.0,1.0,1.0,2.0,W,58,1,2,,,,6,7,2017,4.0,2017.0,2,24,60,0.0
33,1.0,1.0,1.0,2.0,O,32,1,23,,,,1,24,2017,3.0,2017.0,8,19,99,0.0
33,1.0,1.0,1.0,1.0,W,67,1,29,,,,5,25,2016,4.0,2016.0,0,00,99,999.0
33,1.0,1.0,1.0,2.0,W,29,1,23,,,,3,15,2017,4.0,2017.0,2,02,99,0.0
33,1.0,1.0,1.0,1.0,H,26,1,22,,,,7,5,2017,4.0,2017.0,6,02,45,0.0
33,1.0,1.0,1.0,2.0,H,53,1,2,,,,8,2,2017,4.0,2017.0,2,99,99,0.0
33,1.0,1.0,1.0,1.0,W,53,1,22,,,,3,24,2017,6.0,2017.0,2,02,62,0.0
34,1.0,1.0,1.0,2.0,H,24,1,23,,,,3,28,2017,3.0,2017.0,2,24,62,0.0
34,1.0,1.0,1.0,2.0,A,34,1,2,,,,6,25,2017,1.0,2017.0,2,24,62,0.0
34,1.0,1.0,1.0,2.0,W,37,1,23,,,,9,11,2017,2.0,2017.0,7,01,62,0.0
34,1.0,1.0,1.0,2.0,H,29,1,23,,,,9,4,2017,2.0,2017.0,20,99,99,0.0
34,1.0,1.0,1.0,2.0,B,45,1,2,,,,3,22,2017,4.0,2017.0,7,13,62,0.0
34,1.0,1.0,1.0,2.0,B,45,1,23,,,,9,1,2017,6.0,2017.0,1,24,99,0.0
34,1.0,1.0,1.0,2.0,A,34,1,2,,,,9,11,2017,2.0,2017.0,2,13,62,0.0
34,1.0,1.0,1.0,2.0,A,65,1,2,,,,12,24,2017,1.0,2017.0,7,24,26,0.0
36,1.0,1.0,1.0,2.0,W,58,1,2,,,,6,28,2017,4.0,2017.0,2,24,62,0.0
36,1.0,3.0,1.0,2.0,H,35,1,2,,,,8,23,2017,4.0,2017.0,1,24,62,0.0
36,1.0,1.0,1.0,2.0,A,20,1,23,,,,10,15,2017,1.0,2017.0,2,99,99,0.0
36,1.0,1.0,1.0,2.0,H,31,1,23,,,,5,25,2017,5.0,2017.0,1,06,62,0.0
36,1.0,1.0,1.0,2.0,W,84,1,2,,,,2,21,2017,3.0,2017.0,1,24,62,0.0
36,1.0,1.0,1.0,2.0,H,31,1,23,,,,2,1,2017,4.0,2017.0,2,16,62,0.0
36,1.0,1.0,1.0,2.0,H,45,1,23,,,,3,26,2017,1.0,2017.0,6,02,62,0.0
36,1.0,2.0,1.0,2.0,B,53,1,2,,,,4,10,2017,2.0,2017.0,2,25,62,0.0
36,1.0,1.0,1.0,2.0,H,35,1,23,,,,3,15,2017,4.0,2017.0,8,18,62,0.0
36,1.0,1.0,1.0,2.0,B,46,1,23,,,,10,13,2017,6.0,2017.0,11,24,62,0.0
36,1.0,1.0,1.0,1.0,W,63,1,29,,,,9,28,2017,5.0,2017.0,7,24,62,0.0
36,1.0,1.0,1.0,2.0,H,35,1,23,,,,6,10,2017,7.0,2017.0,1,24,62,0.0
37,1.0,1.0,1.0,2.0,H,16,1,23,,,,1,13,2017,6.0,2017.0,0,00,26,0.0
37,1.0,1.0,1.0,1.0,W,73,1,29,,,,4,18,2017,3.0,2017.0,11,02,45,0.0
37,1.0,1.0,1.0,1.0,W,68,1,1,,,,2,1,2017,4.0,2017.0,2,02,62,0.0
37,1.0,1.0,1.0,2.0,O,60,1,2,,,,5,16,2017,3.0,2017.0,2,02,62,0.0
37,1.0,1.0,1.0,2.0,B,38,1,23,,,,8,25,2017,6.0,2017.0,7,02,62,0.0
37,1.0,1.0,1.0,2.0,B,51,1,2,,,,10,7,2017,7.0,2017.0,7,02,62,0.0
37,1.0,1.0,1.0,2.0,J,83,1,2,,,,11,12,2017,1.0,2017.0,2,02,62,0.0
37,1.0,1.0,1.0,2.0,W,36,1,2,,,,12,10,2017,1.0,2017.0,2,02,62,0.0
38,1.0,1.0,1.0,1.0,B,45,1,22,,,,5,29,2017,2.0,2017.0,6,16,40,0.0
38,1.0,1.0,1.0,1.0,W,48,1,29,,,,11,1,2017,4.0,2017.0,6,02,99,999.0
38,1.0,1.0,1.0,2.0,H,22,1,23,,,,9,30,2017,7.0,2017.0,2,15,62,999.0
39,1.0,1.0,1.0,2.0,H,35,1,2,,,,5,6,2017,7.0,2017.0,8,24,45,0.0
39,1.0,1.0,1.0,2.0,W,37,1,23,,,,8,13,2017,1.0,2017.0,6,00,62,0.0
39,1.0,1.0,1.0,2.0,B,40,1,23,,,,9,2,2017,7.0,2017.0,25,24,62,0.0
40,1.0,1.0,1.0,2.0,H,24,1,23,,,,5,31,2017,4.0,2017.0,6,02,99,0.0
40,1.0,1.0,1.0,2.0,W,58,1,23,,,,10,26,2017,5.0,2017.0,2,02,99,0.0
41,1.0,1.0,1.0,1.0,W,53,1,22,,,,7,22,2017,7.0,2017.0,6,02,62,140.0
41,1.0,1.0,1.0,2.0,W,57,1,23,,,,9,30,2017,7.0,2017.0,5,24,62,0.0
42,1.0,1.0,1.0,2.0,W,28,1,23,,,,4,16,2017,1.0,2017.0,2,18,62,0.0
42,1.0,1.0,1.0,2.0,H,47,1,23,,,,1,7,2017,7.0,2017.0,6,24,45,0.0
42,1.0,1.0,1.0,2.0,W,42,1,25,,,,8,21,2017,2.0,2017.0,2,02,45,0.0
42,1.0,1.0,1.0,2.0,W,57,1,23,,,,9,12,2017,3.0,2017.0,8,03,62,0.0
43,1.0,1.0,1.0,2.0,B,40,1,2,,,,2,2,2017,5.0,2017.0,8,24,62,0.0
43,1.0,1.0,1.0,2.0,A,20,1,23,,,,7,3,2017,2.0,2017.0,2,03,62,0.0
43,1.0,1.0,1.0,2.0,H,32,1,23,,,,10,6,2017,6.0,2017.0,6,02,62,0.0
43,1.0,1.0,1.0,2.0,W,68,1,2,,,,8,8,2017,3.0,2017.0,1,02,26,0.0
45,1.0,1.0,1.0,2.0,W,38,1,2,,,,3,15,2017,4.0,2017.0,0,03,62,140.0
47,1.0,1.0,1.0,2.0,W,24,1,23,,,,10,10,2017,3.0,2017.0,1,02,62,140.0
47,1.0,1.0,1.0,2.0,W,34,1,2,,,,10,4,2017,4.0,2017.0,2,02,26,0.0
48,1.0,1.0,1.0,2.0,O,48,1,2,,,,2,10,2017,6.0,2017.0,6,24,62,0.0
49,1.0,1.0,1.0,2.0,W,67,1,2,,,,8,4,2017,6.0,2017.0,8,24,62,0.0
49,1.0,1.0,1.0,2.0,W,37,1,2,,,,2,25,2017,7.0,2017.0,1,02,99,0.0
49,1.0,1.0,1.0,2.0,H,43,1,23,,,,8,18,2017,6.0,2017.0,7,13,62,0.0
50,1.0,1.0,1.0,2.0,H,26,1,23,,,,2,26,2017,1.0,2017.0,6,02,62,0.0
50,1.0,1.0,1.0,2.0,W,30,1,23,,,,4,4,2017,3.0,2017.0,6,13,62,0.0
50,3.0,3.0,1.0,2.0,W,30,1,2,,,,6,17,2017,7.0,2017.0,7,02,62,0.0
52,1.0,1.0,1.0,1.0,W,51,1,22,,,,3,9,2017,5.0,2017.0,2,19,62,0.0
52,3.0,5.0,1.0,2.0,W,38,1,2,,,,11,14,2017,3.0,2017.0,3,24,99,10.0
53,1.0,1.0,1.0,1.0,W,39,1,22,,,,1,1,2017,1.0,2017.0,4,24,45,0.0
54,1.0,1.0,1.0,2.0,H,28,1,23,,,,4,6,2017,5.0,2017.0,6,02,45,0.0
54,1.0,2.0,1.0,2.0,H,49,1,2,,,,8,30,2017,4.0,2017.0,2,02,99,0.0
54,1.0,1.0,1.0,2.0,H,24,1,23,,,,7,22,2017,7.0,2017.0,1,24,26,0.0
56,1.0,1.0,1.0,2.0,H,37,1,2,,,,1,5,2017,5.0,2017.0,2,02,62,0.0
56,1.0,1.0,1.0,2.0,W,54,1,23,,,,2,5,2017,1.0,2017.0,2,24,62,0.0
58,1.0,1.0,1.0,2.0,Z,31,1,23,,,,11,16,2017,5.0,2017.0,6,24,62,0.0
9,1.0,1.0,1.0,2.0,W,29,1,23,,,,10,4,2017,4.0,2017.0,2,15,70,0.0
43,1.0,1.0,1.0,2.0,C,60,1,23,,,,7,13,2017,5.0,2017.0,1,02,44,0.0
43,1.0,1.0,1.0,2.0,W,87,1,2,,,,7,17,2017,2.0,2017.0,1,02,99,0.0
56,1.0,1.0,1.0,2.0,W,97,1,2,,,,10,9,2017,2.0,2017.0,25,02,26,0.0
1,1.0,1.0,1.0,2.0,W,49,1,2,,,,2,17,2018,7.0,2018.0,1,02,62,140.0
1,1.0,1.0,1.0,2.0,H,38,1,2,,,,1,1,2018,2.0,2018.0,2,03,62,0.0
1,1.0,1.0,1.0,2.0,U,73,1,2,,,,2,11,2018,1.0,2018.0,2,02,62,999.0
1,1.0,1.0,1.0,2.0,B,24,1,23,,,,3,15,2018,5.0,2018.0,20,16,62,140.0
1,1.0,1.0,1.0,2.0,B,46,1,23,,,,7,20,2018,6.0,2018.0,2,16,62,999.0
1,1.0,1.0,1.0,1.0,W,56,1,1,,,,4,22,2018,1.0,2018.0,1,24,45,140.0
1,1.0,1.0,1.0,2.0,B,18,1,23,,,,9,26,2018,4.0,2018.0,11,18,62,999.0
3,2.0,2.0,1.0,2.0,W,27,1,23,,,,4,12,2018,5.0,2018.0,2,02,70,0.0
3,1.0,1.0,1.0,2.0,W,43,1,2,,,,9,3,2018,2.0,2018.0,2,06,70,0.0
5,1.0,1.0,1.0,2.0,W,27,1,23,,,,7,10,2018,3.0,2018.0,8,00,62,0.0
6,1.0,1.0,1.0,2.0,H,21,1,23,,,,1,8,2018,2.0,2018.0,7,02,70,0.0
7,1.0,1.0,1.0,2.0,W,69,1,2,,,,5,15,2018,3.0,2018.0,1,03,26,999.0
9,1.0,1.0,1.0,2.0,H,70,1,4,,,,10,9,2018,3.0,2018.0,25,24,70,0.0
10,1.0,1.0,1.0,2.0,B,32,1,23,,,,5,6,2018,1.0,2018.0,2,15,62,0.0
10,1.0,1.0,1.0,2.0,W,81,1,2,,,,9,14,2018,6.0,2018.0,4,02,99,0.0
10,1.0,1.0,1.0,2.0,I,32,1,2,,,,4,9,2018,2.0,2018.0,6,24,62,0.0
12,1.0,1.0,1.0,2.0,W,39,1,2,,,,8,3,2018,6.0,2018.0,6,24,70,0.0
